MANDT,SPRAS,KTOPL,SAKNR,TXT20,TXT50,MCOD1
800,1,4000,6601340900,技术研发费-基本医疗保险,技术研发费-基本医疗保险,技术研发费-基本医疗保险
800,1,4000,6601341000,技术研发费-失业保险费,技术研发费-失业保险费,技术研发费-失业保险费
800,1,4000,6601341100,技术研发费-工伤保险费,技术研发费-工伤保险费,技术研发费-工伤保险费
800,1,4000,6601341200,技术研发费-生育保险费,技术研发费-生育保险费,技术研发费-生育保险费
800,1,4000,6601341300,技术研发费-综合保险费,技术研发费-综合保险费,技术研发费-综合保险费
800,1,4000,6601341400,技术研发费-住房公积金,技术研发费-住房公积金,技术研发费-住房公积金
800,1,4000,6601341500,技术研发费-试验试制费,技术研发费-试验试制费,技术研发费-试验试制费
800,1,4000,6601341600,技术研发费-折旧费,技术研发费-折旧费,技术研发费-折旧费
800,1,4000,6601341700,技术研发费-差旅费,技术研发费-差旅费,技术研发费-差旅费
800,1,4000,6601341800,技术研发费-会议费,技术研发费-会议费,技术研发费-会议费
800,1,4000,6601341900,技术研发费-国际合作与交流费,技术研发费-国际合作与交流费,技术研发费-国际合作与交流费
800,1,4000,6601342000,技术研发费-设计费,技术研发费-设计费,技术研发费-设计费
800,1,4000,6601342100,技术研发费-无形资产摊销,技术研发费-无形资产摊销,技术研发费-无形资产摊销
800,1,4000,6601342200,技术研发费-委外投入,技术研发费-委外投入,技术研发费-委外投入
800,1,4000,6601342300,技术研发费-劳务费,技术研发费-劳务费,技术研发费-劳务费
800,1,4000,6601342400,技术研发费-专家咨询费,技术研发费-专家咨询费,技术研发费-专家咨询费
800,1,4000,6601342500,技术研发费-福利费,技术研发费-福利费,技术研发费-福利费
800,1,4000,6601342600,技术研发费-租赁费,技术研发费-租赁费,技术研发费-租赁费
800,1,4000,6601342700,技术研发费-修理费,技术研发费-修理费,技术研发费-修理费
800,1,4000,6601349900,技术研发费-其他,技术研发费-其他,技术研发费-其他
800,1,4000,6601350000,装修及转让费,装修及转让费,装修及转让费
800,1,4000,6601360000,周转材料费,周转材料费,周转材料费
800,1,4000,6601370000,研发费（删除）,研发费（删除）,研发费（删除）
800,1,4000,6601380000,商标专利费,商标专利费,商标专利费
800,1,4000,6601390000,开办费,开办费,开办费
800,1,4000,6601400000,项目经费-材料费,项目经费-材料费,项目经费-材料费
800,1,4000,6601400100,项目经费-设备费,项目经费-设备费,项目经费-设备费
800,1,4000,6601400200,项目经费-测试化验加工费,项目经费-测试化验加工费,项目经费-测试化验加工费
800,1,4000,6601400300,项目经费-燃料动力费,项目经费-燃料动力费,项目经费-燃料动力费
800,1,4000,6601400400,项目经费-差旅费,项目经费-差旅费,项目经费-差旅费
800,1,4000,6601400500,项目经费-会议费,项目经费-会议费,项目经费-会议费
800,1,4000,6601400600,项目经费-国际合作与交流费,项目经费-国际合作与交流费,项目经费-国际合作与交流费
800,1,4000,6601400700,项目经费-出版/文献/信息传播/知识产权,项目经费-出版/文献/信息传播/知识产权事务费,项目经费-出版/文献/信息传播/知识产权事务费
800,1,4000,6601400800,项目经费-劳务费,项目经费-劳务费,项目经费-劳务费
800,1,4000,6601400900,项目经费-专家咨询费,项目经费-专家咨询费,项目经费-专家咨询费
800,1,4000,6601401000,项目经费-其他费用,项目经费-其他费用,项目经费-其他费用
800,1,4000,6601401100,项目经费-间接费用,项目经费-间接费用,项目经费-间接费用
800,1,4000,6601401200,删除,删除,删除
800,1,4000,6601410000,动力能耗费,动力能耗费,动力能耗费
800,1,4000,6601420000,招聘费,招聘费,招聘费
800,1,4000,6601430000,项目经费-差旅费（删除）,项目经费-差旅费（删除）,项目经费-差旅费（删除）
800,1,4000,6601440000,删除,删除,删除
800,1,4000,6601450000,项目经费-国际合作与交流费（删除）,项目经费-国际合作与交流费（删除）,项目经费-国际合作与交流费（删除）
800,1,4000,6601460000,项目经费-出版文献信息传播知识产权删除,项目经费出版／文献／信息传播／知识产权事务费（删除）,项目经费出版／文献／信息传播／知识产权事务费（删除
800,1,4000,6601470000,删除,删除,删除
800,1,4000,6601480000,删除,删除,删除
800,1,4000,6601490000,删除,删除,删除
800,1,4000,6601500000,删除,删除,删除
800,1,4000,6601510000,删除,删除,删除
800,1,4000,6601520000,删除,删除,删除
800,1,4000,6601530000,劳务费,劳务费,劳务费
800,1,4000,6601540000,服务费,服务费,服务费
800,1,4000,6601550000,物业费,物业费,物业费
800,1,4000,6601560000,平台推广服务费,平台推广服务费,平台推广服务费
800,1,4000,6601560100,平台推广服务费-广宣,平台推广服务费-广宣,平台推广服务费-广宣
800,1,4000,6601560200,平台推广服务费-其他,平台推广服务费-其他,平台推广服务费-其他
800,1,4000,6601570000,备用科目,备用科目,备用科目
800,1,4000,6601570100,运营服务费-基础运营,运营服务费-基础运营,运营服务费-基础运营
800,1,4000,6601570200,运营服务费-增值运营,运营服务费-增值运营,运营服务费-增值运营
800,1,4000,6601570300,运营服务费-三方代运营,运营服务费-三方代运营,运营服务费-三方代运营
800,1,4000,6601570400,运营服务费-其他,运营服务费-其他,运营服务费-其他
800,1,4000,6601580000,备用科目,备用科目,备用科目
800,1,4000,6601590000,备用科目,备用科目,备用科目
800,1,4000,6601600000,备用科目,备用科目,备用科目
800,1,4000,6601990000,其他费用,其他费用,其他费用
800,1,4000,6601999999,制造费用结转(删除),制造费用结转(删除),制造费用结转(删除)
800,1,4000,6603010100,财务费用-内部拆借利息支出,财务费用-内部拆借利息支出,财务费用-内部拆借利息支出
800,1,4000,6603010200,财务费用-其他利息支出,财务费用-其他利息支出,财务费用-其他利息支出
800,1,4000,6603020000,财务费用-利息收入,财务费用-利息收入,财务费用-利息收入
800,1,4000,6603030000,财务费用-手续费,财务费用-手续费,财务费用-手续费
800,1,4000,6603040000,财务费用-汇兑损失,财务费用-汇兑损失,财务费用-汇兑损失
800,1,4000,6603050000,财务费用-汇兑收益,财务费用-汇兑收益,财务费用-汇兑收益
800,1,4000,6603060000,财务费用-统借统贷利息收入,财务费用-统借统贷利息收入,财务费用-统借统贷利息收入
800,1,4000,6603070000,财务费用-财政贴息,财务费用-财政贴息,财务费用-财政贴息
800,1,4000,6603080000,财务费用-委托贷款利息收入,财务费用-委托贷款利息收入,财务费用-委托贷款利息收入
800,1,4000,6603090000,财务费用-租赁利息,财务费用-租赁利息,财务费用-租赁利息
800,1,4000,6603990000,财务费用-其他费用,财务费用-其他费用,财务费用-其他费用
800,1,4000,6701010000,资产减值损失-应收款坏账减值损失(删除),资产减值损失-应收款坏账减值损失(删除),资产减值损失-应收款坏账减值损失(删除)
800,1,4000,6701020000,资产减值损失-其他应收坏账减值损失(删除,资产减值损失-其他应收坏账减值损失(删除),资产减值损失-其他应收坏账减值损失(删除)
800,1,4000,6701030000,资产减值损失-存货跌价损失,资产减值损失-存货跌价损失,资产减值损失-存货跌价损失
800,1,4000,6701040000,资产减值损失-持有到期投资减值损失,资产减值损失-持有到期投资减值损失,资产减值损失-持有到期投资减值损失
800,1,4000,6701050000,资产减值损失-长期股权投资减值损失,资产减值损失-长期股权投资减值损失,资产减值损失-长期股权投资减值损失
800,1,4000,6701060000,资产减值损失-固定资产减值损失,资产减值损失-固定资产减值损失,资产减值损失-固定资产减值损失
800,1,4000,6701070000,资产减值损失-在建工程减值损失,资产减值损失-在建工程减值损失,资产减值损失-在建工程减值损失
800,1,4000,6701080000,资产减值损失-工程物资减值损失,资产减值损失-工程物资减值损失,资产减值损失-工程物资减值损失
800,1,4000,6701090000,资产减值损失-无形资产减值损失,资产减值损失-无形资产减值损失,资产减值损失-无形资产减值损失
800,1,4000,6701100000,资产减值损失-可供出售金融资产减值损失,资产减值损失-可供出售金融资产减值损失,资产减值损失-可供出售金融资产减值损失
800,1,4000,6701110000,资产减值损失-投资性房地产减值损失,资产减值损失-投资性房地产减值损失,资产减值损失-投资性房地产减值损失
800,1,4000,6701120000,资产减值损失-生产性生物资产损失,资产减值损失-生产性生物资产损失,资产减值损失-生产性生物资产损失
800,1,4000,6701130000,信用减值损失,信用减值损失,信用减值损失
800,1,4000,6701130100,信用减值损失-其他应收款坏账损失,信用减值损失-其他应收款坏账损失,信用减值损失-其他应收款坏账损失
800,1,4000,6701130200,信用减值损失-应收账款坏账损失,信用减值损失-应收账款坏账损失,信用减值损失-应收账款坏账损失
800,1,4000,6701140000,资产减值损失-使用权资产减值,资产减值损失-使用权资产减值,资产减值损失-使用权资产减值
800,1,4000,6711010000,营业外支出-罚没支出,营业外支出-罚没支出,营业外支出-罚没支出
800,1,4000,6711020000,营业外支出-非流动资产处置损失,营业外支出-非流动资产处置损失,营业外支出-非流动资产处置损失
800,1,4000,6711030000,营业外支出-盘亏损失,营业外支出-盘亏损失,营业外支出-盘亏损失
800,1,4000,6711040000,营业外支出-非货币性资产交换损失,营业外支出-非货币性资产交换损失,营业外支出-非货币性资产交换损失
800,1,4000,6711050000,营业外支出-债务重组损失,营业外支出-债务重组损失,营业外支出-债务重组损失
800,1,4000,6711060000,营业外支出-公益性捐赠支出,营业外支出-公益性捐赠支出,营业外支出-公益性捐赠支出
800,1,4000,6711070000,营业外支出-非常损失,营业外支出-非常损失,营业外支出-非常损失
800,1,4000,6711080000,营业外支出-滞纳金,营业外支出-滞纳金,营业外支出-滞纳金
800,1,4000,6711090000,营业外支出-非公益性捐赠支出,营业外支出-非公益性捐赠支出,营业外支出-非公益性捐赠支出
800,1,4000,6711990000,营业外支出-其他,营业外支出-其他,营业外支出-其他
800,1,4000,6801010000,所得税费用-当期所得税费用,所得税费用-当期所得税费用,所得税费用-当期所得税费用
800,1,4000,6801020000,所得税费用-递延所得税费用,所得税费用-递延所得税费用,所得税费用-递延所得税费用
800,1,4000,6901000000,以前年度损益调整,以前年度损益调整,以前年度损益调整
800,1,4000,6999999999,FI/CO统驭,FI/CO统驭,FI/CO统驭
800,1,4000,9999999995,期初数据导入-总账,期初数据导入-总账,期初数据导入-总账
800,1,4000,9999999996,期初数据导入-应收,期初数据导入-应收,期初数据导入-应收
800,1,4000,9999999997,期初数据导入-应付,期初数据导入-应付,期初数据导入-应付
800,1,4000,9999999998,期初数据导入-资产,期初数据导入-资产,期初数据导入-资产
800,1,4000,9999999999,期初数据导入-存货,期初数据导入-存货,期初数据导入-存货
